web-scraper-order,web-scraper-start-url,Title,Date,Rating,Verified,Review
1587556167-4649,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very nice,"Reviewed in the United States on December 27, 2019",5.0 out of 5 stars,Verified Purchase,Very nice shoe!
1587556167-4404,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Best shoe ever,"Reviewed in the United States on March 21, 2020",5.0 out of 5 stars,Verified Purchase,Best shoe I’ve ever worn!! Won’t be using a Nike shoe ever again!!!
1587556167-4381,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good product,"Reviewed in the United States on March 10, 2020",5.0 out of 5 stars,Verified Purchase,Good product good price
1587556167-3784,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,deficient terminations,"Reviewed in the United States on February 24, 2020",1.0 out of 5 stars,Verified Purchase,"shoes looks great but came damaged on holder lices, i put staples tu use because came in poor condition."
1587556167-4394,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great buy,"Reviewed in the United States on November 18, 2019",5.0 out of 5 stars,Verified Purchase,Exactly what I was hoping for. Fit perfect
1587556167-3879,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Come apart,"Reviewed in the United States on December 6, 2019",4.0 out of 5 stars,Verified Purchase,Back of the show where you use to pull the shoe on is starting to tear.
1587556167-4708,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Awesome shoes.,"Reviewed in the United States on March 9, 2020",5.0 out of 5 stars,null,"Looks good, very comfortable! Has a lot of supper for the sole. I don't know how these hold up tough, jusr got them."
1587556167-4654,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,They are comfortable,"Reviewed in the United States on August 20, 2019",4.0 out of 5 stars,Verified Purchase,They're what i expected
1587556167-4315,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Runs Small,"Reviewed in the United States on March 21, 2020",5.0 out of 5 stars,Verified Purchase,I love the shoe. It runs small. I wear size 13 but will get a 13.5 next time.
1587556167-3862,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Black Beauty,"Reviewed in the United States on February 15, 2020",1.0 out of 5 stars,Verified Purchase,"Good fit ! Stable fore foot
Cool look"
1587556167-4258,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,So far so good.,"Reviewed in the United States on December 16, 2019",5.0 out of 5 stars,Verified Purchase,Only had for a short time but fit and look are great. Comfort is good as well. Very light weight.
1587556167-4100,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable,"Reviewed in the United States on March 21, 2020",5.0 out of 5 stars,Verified Purchase,Comfortable
1587556167-4494,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great running shoe,"Reviewed in the United States on February 8, 2020",5.0 out of 5 stars,Verified Purchase,Like the color and fits great
1587556167-4587,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,It's safe,"Reviewed in the United States on March 20, 2020",5.0 out of 5 stars,Verified Purchase,I am pleased thanks
1587556167-3942,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfort! Light!,"Reviewed in the United States on March 6, 2020",5.0 out of 5 stars,Verified Purchase,Light weight. Good looking!
1587556167-4577,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Exact Sizing,"Reviewed in the United States on July 23, 2019",5.0 out of 5 stars,Verified Purchase,Very comfortable - perfect fit
1587556167-4316,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Wide shoes.,"Reviewed in the United States on August 7, 2019",5.0 out of 5 stars,Verified Purchase,I Need the wider shoes. This pair fit great.
1587556167-4693,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nice shoes. Comfy and light,"Reviewed in the United States on August 17, 2019",5.0 out of 5 stars,null,"Fits as expected. Light, comfy shoe. I've gone on 5-6 mile runs and they have been great. I like the way they look as well. The material seems like it would be quick to dry."
1587556167-3996,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoes,"Reviewed in the United States on December 10, 2019",5.0 out of 5 stars,Verified Purchase,Comfortable shoes for the price I use them at work where I do alot of walking and so far so good
1587556167-3799,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfotable shoe,"Reviewed in the United States on July 26, 2019",5.0 out of 5 stars,Verified Purchase,These are very comfortable and fit great. Love the neutral color. Hope they wear well
1587556167-4123,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoe!,"Reviewed in the United States on March 26, 2020",5.0 out of 5 stars,Verified Purchase,"As soon as I put them on I thought ""Wow"". Very comfortable, and fit wide feet well. Think I just switched from Nike."
1587556167-3785,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfy,"Reviewed in the United States on July 30, 2019",5.0 out of 5 stars,Verified Purchase,It's a good comfortable shoe. I like it. I don't get shoes for myself often and I was pleased.
1587556167-3824,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,good workout shoe,"Reviewed in the United States on February 12, 2020",5.0 out of 5 stars,Verified Purchase,My son needed a lighter workout shoe and this one is perfect
1587556167-4445,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,yes,"Reviewed in the United States on December 19, 2019",4.0 out of 5 stars,Verified Purchase,Shoe protect foot from danger... many safeties
1587556167-4374,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Loved them,"Reviewed in the United States on January 6, 2020",4.0 out of 5 stars,Verified Purchase,Husband loved this shoes he said they are very comfortable and likes the cushions
1587556167-4734,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very satisfied!,"Reviewed in the United States on November 7, 2019",5.0 out of 5 stars,null,There was a stain on the top of the left shoe.  I used a little spray and wash on a rag and it came off.  Other than that the shoes were as expected.
1587556167-4483,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,good purchase,"Reviewed in the United States on January 21, 2020",5.0 out of 5 stars,Verified Purchase,was what I wanted
1587556167-4479,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Under armpour rocks!,"Reviewed in the United States on September 14, 2019",5.0 out of 5 stars,Verified Purchase,"Love under armour, fits perfect."
1587556167-3975,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love it.,"Reviewed in the United States on January 9, 2020",5.0 out of 5 stars,Verified Purchase,Great running shoe.
1587556167-4101,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable,"Reviewed in the United States on January 6, 2020",5.0 out of 5 stars,Verified Purchase,Perfect
1587556167-3654,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Like walking on a cloud,"Reviewed in the United States on January 13, 2020",5.0 out of 5 stars,Verified Purchase,"I almost tripped down a flight of stairs wearing these because my feet were so cushioned and supported. Took a little getting used to, but now that I've broken them in, these shoes are absolutely the best for exercise. Treadmill, walking, jogging, weightlifting (to an extent), these shoes are comfortable and expand my performance capacity. Many thanks to Under Armour."
1587556167-4737,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,arrived quickly fit perfect,"Reviewed in the United States on August 8, 2019",5.0 out of 5 stars,null,i have a hard time finding shoes wide enough for me but these shoes fit really well and are very lightweight and comfortable.
1587556167-3815,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Nice shoes, but tight fit. Go half size larger","Reviewed in the United States on March 3, 2020",4.0 out of 5 stars,Verified Purchase,I wear an 11 in men’s. Shoe is a little tight. Maybe an 11.5 next time
1587556167-4056,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Will by another pair of these for sure,"Reviewed in the United States on September 14, 2019",5.0 out of 5 stars,Verified Purchase,Love these shoes they are so comfortable!!
1587556167-4129,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Worst shoes ever!,"Reviewed in the United States on December 16, 2019",1.0 out of 5 stars,Verified Purchase,"Very disappointed in these shoes. Under Armour is known as a good brand, but these are the most uncomfortable gym shoes I have ever owned. Will never buy another pair of Under Armour shoes again!"
1587556167-4198,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Decent shoes,"Reviewed in the United States on March 22, 2020",4.0 out of 5 stars,Verified Purchase,Good pair of simple shoes
1587556167-3831,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoe.,"Reviewed in the United States on January 2, 2020",5.0 out of 5 stars,Verified Purchase,I buy a pair of UA shoes off amazon every year. Always fit perfect.
1587556167-4610,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Will get again,"Reviewed in the United States on March 11, 2020",5.0 out of 5 stars,Verified Purchase,There perfect
1587556167-4462,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,UA sneakers,"Reviewed in the United States on January 11, 2020",4.0 out of 5 stars,Verified Purchase,No review
1587556167-4575,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazing comfort,"Reviewed in the United States on September 30, 2019",5.0 out of 5 stars,Verified Purchase,"Very comfortable, feels like you're walking on pillows."
1587556167-4421,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good shoes,"Reviewed in the United States on February 19, 2020",4.0 out of 5 stars,Verified Purchase,"Good shoes  for walking also,
Nice design."
1587556167-4134,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Not bad!!!,"Reviewed in the United States on March 6, 2020",4.0 out of 5 stars,Verified Purchase,It runs a little bit on the small side ... at least for me. However I do believe they will stretch to give a comfortable fit when broken in.
1587556167-3674,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoes for distance running!,"Reviewed in the United States on August 14, 2019",5.0 out of 5 stars,Verified Purchase,"I’ve put about 15 miles on these shoes (running about a 8:00 pace) and I’m delighted. I was getting shinsplints my old shoes and they have gone away. Not to mention, I feel like the shoes keep me leaning forward slightly which has increased my pace without feeling like I’m working harder. I strongly recommend these for any distance runners."
1587556167-3969,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Perfect fit and confortable,"Reviewed in the United States on December 13, 2019",5.0 out of 5 stars,Verified Purchase,I did a fast change from 10 to 9.5 after looking at the measurements on the images. Super helpful information. The fit is perfect and they are comfortable for sprinting and walking. And they look freaking awesome too.
1587556167-4464,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Always bought Asics size 11, thought I'd try UnderArmour, Ordered Size 11, Too tight","Reviewed in the United States on March 31, 2020",3.0 out of 5 stars,Verified Purchase,"Returned, bought Asics"
1587556167-3877,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Awesome,"Reviewed in the United States on April 4, 2020",5.0 out of 5 stars,Verified Purchase,Great shoes. Built way better than Nike’s. Price was awesome. Under Armour is way better than Nike. They’re pro public safety. Will be again
1587556167-3789,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Comfortable, look nice, and great price","Reviewed in the United States on February 24, 2020",5.0 out of 5 stars,Verified Purchase,"The shoes are very nice looking in person.  The white undertone in the liner comes through the toe and side of the shoe a bit to make the black look to have a chrome or metallic effect.  Was not expected, but looks good!  They are comfortable and seem to not rub wrong in any places.  Would buy again for sure."
1587556167-4361,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Get a size bigger,"Reviewed in the United States on March 4, 2020",5.0 out of 5 stars,Verified Purchase,A bit small but very comfortable
1587556167-4035,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Too small,"Reviewed in the United States on January 14, 2020",3.0 out of 5 stars,Verified Purchase,"Shoes are tight both length and width
Buy 1/2 size larger"
1587556167-3900,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good,"Reviewed in the United States on February 17, 2020",5.0 out of 5 stars,Verified Purchase,very beautiful and wonderful
1587556167-3814,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Well worth the money!!,"Reviewed in the United States on January 7, 2020",5.0 out of 5 stars,Verified Purchase,"Most wide shoes are not that wide these are!!! They are great, very comfortable!!!! Well worth it!!!"
1587556167-4486,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,True to size,"Reviewed in the United States on August 7, 2019",5.0 out of 5 stars,Verified Purchase,I like the solid black color. The price is great . Good solid shoe.
1587556167-4269,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very  soft  and comfortable good for all day walking.,"Reviewed in the United States on January 9, 2020",5.0 out of 5 stars,Verified Purchase,Comfortable
1587556167-4765,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Use for weights,"Reviewed in the United States on January 15, 2020",5.0 out of 5 stars,Verified Purchase,"Good shoes for lifting, not really good for running"
1587556167-4001,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable,"Reviewed in the United States on January 14, 2020",5.0 out of 5 stars,Verified Purchase,Comfortable shoes. Fit as expected.
1587556167-3874,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,UA Rocks !!!,"Reviewed in the United States on December 27, 2019",5.0 out of 5 stars,Verified Purchase,Most comfortable I have worn.  Would definitely recommend.
1587556167-3873,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,High quality sneakers.,"Reviewed in the United States on July 12, 2019",5.0 out of 5 stars,Verified Purchase,My son loves it. Fit true to size and high quality. Price is very reasonable too.
1587556167-4088,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Painful,"Reviewed in the United States on January 29, 2020",1.0 out of 5 stars,Verified Purchase,Back of the show digs into your heal.
1587556167-4013,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Looks great, and lightweight","Reviewed in the United States on March 22, 2020",5.0 out of 5 stars,Verified Purchase,"Great fit, very lightweight, looks and feels just perfect!!"
1587556167-4180,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Worth it,"Reviewed in the United States on February 29, 2020",5.0 out of 5 stars,Verified Purchase,"All I can say is F’n A man!! You gotta get one, very worth the money."
1587556167-4691,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Well made but Larger size is too short and narrow,"Reviewed in the United States on April 6, 2020",3.0 out of 5 stars,null,Officially my shoe size should be 13 1/2 narrow US on my larger foot.  14 wide is what I normally have to buy since my size is not normally available.  These were both too short and a bit narrow.  Do appear to be well made so I'll try again with a 15 wide.
1587556167-4718,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Wish I bought more then one pair!,"Reviewed in the United States on July 18, 2019",5.0 out of 5 stars,null,These shoes are amazing! $42 on Prime day. Wish I bought more then one! I have several other pairs of Underarmour shoes and they are all amazing. Def recommend these!
1587556167-3902,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Cool looking shoes,"Reviewed in the United States on January 11, 2020",5.0 out of 5 stars,Verified Purchase,Great quality for the price
1587556167-4165,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great buy! Worth the money.,"Reviewed in the United States on April 9, 2020",5.0 out of 5 stars,Verified Purchase,These shoes are great. They fit me perfectly. Great for jogging and they look amazing.
1587556167-4245,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Perfect fit,"Reviewed in the United States on February 5, 2020",5.0 out of 5 stars,Verified Purchase,This shoe fit better than I've ever had a shoe fit before. I love how comfortable it is as well.
1587556167-4346,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great fit!,"Reviewed in the United States on February 21, 2020",5.0 out of 5 stars,Verified Purchase,Felt just right immediately.  No break in needed.
1587556167-4559,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rápido envió y  buena calidad,"Reviewed in the United States on February 1, 2020",5.0 out of 5 stars,Verified Purchase,Satisfecho con el producto
1587556167-4173,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love en for the price,"Reviewed in the United States on March 1, 2020",5.0 out of 5 stars,Verified Purchase,Broke these shoes in at Disneyland and walked 14 miles. excellent shoe!
1587556167-3793,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Glad I switched,"Reviewed in the United States on March 8, 2020",5.0 out of 5 stars,Verified Purchase,Fits better than my previous Nike's and looks great. I'm happy I was able to move away from the political abhorrent Nike and found a good if not better running shoe.
1587556167-4151,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Like walking on clouds,"Reviewed in the United States on March 13, 2020",5.0 out of 5 stars,Verified Purchase,Under armour makes quality footwear
1587556167-3776,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Runs small,"Reviewed in the United States on April 4, 2020",3.0 out of 5 stars,Verified Purchase,Shoes seem nice. Were 10.5 in every brand but these. Smashes my toes. Order a half size bigger
1587556167-3898,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good shoes,"Reviewed in the United States on January 18, 2020",5.0 out of 5 stars,Verified Purchase,Great shoes. Love the look. The wide width options are great.
1587556167-3705,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,You need to buy this.,"Reviewed in the United States on January 3, 2020",5.0 out of 5 stars,Verified Purchase,Great product! Better than the Nike shoe I had. More cushion inside & longer wear outside before the soles give out. Had to get them on Amazon because always sold out at the UA store & on website.
1587556167-4090,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Awesome,great","Reviewed in the United States on March 7, 2020",5.0 out of 5 stars,Verified Purchase,"Love them, very comfortable ,I like them so much I bought a second pair,and ordered a blue pair but they are on backorder"
1587556167-4060,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,perfect fit,"Reviewed in the United States on July 3, 2019",5.0 out of 5 stars,Verified Purchase,perfect fit
1587556167-3915,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Great fit, great price","Reviewed in the United States on July 31, 2019",5.0 out of 5 stars,Verified Purchase,"Super low price on these name brand shoes, fit my son like they were made for him."
1587556167-4555,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great product and fast shipping,"Reviewed in the United States on January 21, 2020",5.0 out of 5 stars,Verified Purchase,"Good shoe, fits as expected"
1587556167-4139,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Pain!!,"Reviewed in the United States on November 28, 2019",3.0 out of 5 stars,Verified Purchase,Only issue I have with shoe is rear Achilles support digs into ankle causing pain when running.
1587556167-4758,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,To Small,"Reviewed in the United States on March 10, 2020",2.0 out of 5 stars,null,The shoes fit small
1587556167-3762,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good shoes! Black/White Trim Option Mix Up,"Reviewed in the United States on April 2, 2020",4.0 out of 5 stars,Verified Purchase,"They fit well, no complaints there. I looked at the picture which showed black with white trim. I received black/black trim. I looked back at the options and the black/black trim shows a picture of the black/white shoe so be certain of your option."
1587556167-4376,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,As described and good price.,"Reviewed in the United States on January 3, 2020",5.0 out of 5 stars,Verified Purchase,As described and exactly what I wanted.
1587556167-4622,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Looking fabulous,"Reviewed in the United States on January 14, 2020",3.0 out of 5 stars,Verified Purchase,"Good looking
Appreciate it"
1587556167-4145,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Stylish/comfortable,"Reviewed in the United States on February 7, 2020",5.0 out of 5 stars,Verified Purchase,Love them they are so comfortable.  And stylish.
