web-scraper-order,web-scraper-start-url,Title,Date,Rating,Verified,Review
1587556167-4705,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazing,"Reviewed in the United States on July 27, 2019",5.0 out of 5 stars,null,Comfy and perfect for jumping!
1587556167-3640,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Poor fit on one foot!,"Reviewed in the United States on February 29, 2020",1.0 out of 5 stars,Verified Purchase,"Like other reviews, the back of the shoe cuts into the back of the ankle on one shoe.  Doesn't seem small at all but on one side it cuts into you right above your heel.  Poorly made since they don't seem to fit the same on both feet.  You don't notice until you're wearing them a while."
1587556167-4670,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Extremely comfortable for walking,"Reviewed in the United States on July 13, 2019",5.0 out of 5 stars,null,"My feet are particularly sensitive and it's hard to find an acceptable walking shoe without trying them out. The UA Charged Assert 8s fit me perfectly and feature amazingly comfortable cushioning. After walking around on a concrete path in 87 degrees for a few hours, my feet felt cool and comfortable the entire time with little to no foot fatigue afterwards. These are exactly what I needed."
1587556167-4513,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Highly recommend,"Reviewed in the United States on January 17, 2020",5.0 out of 5 stars,Verified Purchase,Great shoes
1587556167-3644,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great Shoe and Great Price,"Reviewed in the United States on December 19, 2019",5.0 out of 5 stars,Verified Purchase,"Bought a pair for my son, and a pair for myself.  We love them, they fit well and feel great.  I spend most of my time wearing work shoes.  But between home and work, I wear these shoes.  My son wears his to and from as well as at work.  He loves them and said that even working on his feet all day on a hard surface, that he loves how they feel.  He has thanked me repeatedly for them.  Great shoe and in today's world a more reasonably priced shoe at that!  This is the price range that I like to pay for my shoes.  I hate when I have to pay over a hundred dollars or more for a pair of shoes."
1587556167-4536,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good shoe,"Reviewed in the United States on January 29, 2020",4.0 out of 5 stars,Verified Purchase,Good fit. Good shoe
1587556167-4152,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lightweight and comfortable,"Reviewed in the United States on January 14, 2020",5.0 out of 5 stars,Verified Purchase,I bought these for my son in law and he loves them. Lightweight and comfortable
1587556167-4711,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Well built shoe,"Reviewed in the United States on August 8, 2019",5.0 out of 5 stars,null,Very comfortable
1587556167-4291,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfort,"Reviewed in the United States on January 9, 2020",5.0 out of 5 stars,Verified Purchase,"These shoes were a great order, they fit well and they look nice"
1587556167-3803,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great brand and quality shoe,"Reviewed in the United States on January 9, 2020",5.0 out of 5 stars,Verified Purchase,Great deal on this brand and fit perfectly my husband loves them very comfortable.
1587556167-3974,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoes!,"Reviewed in the United States on February 12, 2020",5.0 out of 5 stars,Verified Purchase,"I got the black on black and love the look. The first time I wore them, I was on travel all day and didn't have sore feet. I have walked and jogged in these, feet feel great. Recommend completely."
1587556167-4659,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good for running,"Reviewed in the United States on July 27, 2019",5.0 out of 5 stars,null,"These are quite visually appealing shoes, with the black and white contrast. My boyfriend has been wearing these for running, and says he is quite happy with them for that purpose.

Features of the shoes include an aggressively grippy sole, and a solid and sturdy heel cup.  There is moderate cushioning for the heel, and less cushioning for the toe box.  In addition, the toe box is fairly wide.  The lacing is comfortable and stable, and the shoes are true to size.  Overall, the shoes are reasonably light and flexible, and the quality to price ratio is good."
1587556167-4491,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Conform,"Reviewed in the United States on October 6, 2019",5.0 out of 5 stars,Verified Purchase,Wears great
1587556167-4265,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Under Armour men's sneaker,"Reviewed in the United States on January 2, 2020",5.0 out of 5 stars,Verified Purchase,Liked this sneaker...fit as expected
1587556167-3886,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Better price,"Reviewed in the United States on March 6, 2020",5.0 out of 5 stars,Verified Purchase,I first saw this sneaker on the Under Amour website for $70. Decided to see if Amazon had it and sure enough there it was for much less... Fits great and feels light. Great for my workouts
1587556167-3683,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,No complaints,"Reviewed in the United States on March 25, 2020",5.0 out of 5 stars,Verified Purchase,"It's a comfy shoe, it was the color I expected, fits as expected. The only drawback is the material gets scuffed easily, but that wipes off."
1587556167-4052,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"So far, so good","Reviewed in the United States on January 6, 2020",4.0 out of 5 stars,Verified Purchase,I like the look of the shoes and they seem to be well made.
1587556167-3841,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoe,"Reviewed in the United States on March 7, 2020",5.0 out of 5 stars,Verified Purchase,"Great shoe to work out in, all around. Well definitely buy again."
1587556167-4520,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love the shoes,"Reviewed in the United States on January 28, 2020",5.0 out of 5 stars,Verified Purchase,Great fit and feels great on my feet.
1587556167-4675,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Not too impressed.,"Reviewed in the United States on July 22, 2019",4.0 out of 5 stars,null,"These have more pressure on my heel while standing all day.
My reebok runners do not give me this issue.

I dont hate the shoe, but ill be using them every other day, instead of a replacement like i had intended."
1587556167-3733,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoe,"Reviewed in the United States on October 10, 2019",4.0 out of 5 stars,Verified Purchase,Great shoe.  Love the look.  Just a little snug.  I ordered 12.5 and normally wear 12 in street shoes but still smog with athletic socks. Will not keep me from enjoying the shoe.
1587556167-3751,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very comfy and lots of support,"Reviewed in the United States on August 13, 2019",5.0 out of 5 stars,Verified Purchase,"My husband wears these at work and he stands all day, 9+ hours a day and at the end of the day his feet aren’t hurting. He says they’re comfy if you stand or walk all day. He will definitely be buying another pair."
1587556167-3711,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Thumbs up,"Reviewed in the United States on December 14, 2019",5.0 out of 5 stars,Verified Purchase,Shoe is comfortable! And it actually came in a size 15. Husband has large feet and is hard to find. These not only fit but he says they are one of the most comfortable shoes he’s ever had. Awesome.
1587556167-3726,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,LOVE,"Reviewed in the United States on February 3, 2020",5.0 out of 5 stars,Verified Purchase,"I really have enjoyed these shoes.  They fit great, look great and have been easy to keep clean.
I definitely recommend these shoes.  Under Armour's sizes have been consistent across their models."
1587556167-3804,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,comfortable,"Reviewed in the United States on December 5, 2019",4.0 out of 5 stars,Verified Purchase,"breathable, runs smaller than the other under armor shoes that bought last year."
1587556167-4130,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sweet selections with affordable prices 😜,"Reviewed in the United States on March 5, 2020",5.0 out of 5 stars,Verified Purchase,Love the UA product line will be making many more orders. Amazon is the BEST😁🤓
1587556167-4519,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Very comfortable, great for excersize. :)","Reviewed in the United States on March 29, 2020",5.0 out of 5 stars,Verified Purchase,I like these shoes. Color is dope af.
1587556167-4363,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Did not work for me,"Reviewed in the United States on January 29, 2020",1.0 out of 5 stars,Verified Purchase,"I expected a snuggy, yet comfortable fit but the shoe was not made well."
1587556167-3866,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Size up,"Reviewed in the United States on October 22, 2019",5.0 out of 5 stars,Verified Purchase,"Comfortable.  I usually wear a men’s 13, but I went up a size."
1587556167-4369,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Groovy shoes,"Reviewed in the United States on February 13, 2020",5.0 out of 5 stars,Verified Purchase,My Son loves his new shoes!!!
1587556167-3928,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Solid Shoes,"Reviewed in the United States on November 15, 2019",5.0 out of 5 stars,Verified Purchase,"Perfect fit, good looking pair of shoes. They look better than the photos."
1587556167-4729,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,UA rules!,"Reviewed in the United States on August 6, 2019",5.0 out of 5 stars,null,"UnderArmour shoes, in my opinion are the best.  I used to be a Nike man but UA has taken over. Great fit and quality shoes!"
1587556167-4412,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,No Nike For Me Anymore!!!,"Reviewed in the United States on July 23, 2019",5.0 out of 5 stars,Verified Purchase,Perfect fit. Love Under Armour.
1587556167-3926,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoe,"Reviewed in the United States on August 8, 2019",5.0 out of 5 stars,Verified Purchase,Great shoe. I love the style and the comfort
1587556167-4471,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great,"Reviewed in the United States on March 8, 2020",5.0 out of 5 stars,Verified Purchase,Great shoes
1587556167-4547,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very comfortable,"Reviewed in the United States on March 9, 2020",5.0 out of 5 stars,Verified Purchase,Very comfortable
1587556167-4157,https://www.amazon.com/Under-Armour-Charged-Assert-Running/product-reviews/B07G7SM97J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good,"Reviewed in the United States on January 20, 2020",5.0 out of 5 stars,Verified Purchase,As described and shipped quickly.
